Paper_ID,Artcle-URI,Article-Title,Condition-Extracted-Western,Normalized-Condition-Western,MONDO-OR-HP-Term,Exact-OR-Synonym,MONDO-OR-HP-Term-URI,Comment from TEAM-Core
1384,https://doi.org/10.1142/s0192415x75000177,Effect of Acupuncture on Pain Threshold and Pain Tolerance Determined by Electrical Stimulation of the Skin: A Controlled Study,Pain,Pain,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
948,https://doi.org/10.1179/016164109X12537002793805,Effect of acupuncture on selective attention for smoking-related visual cues in smokers,Nicotine dependence,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
1738,https://doi.org/10.1136/acupmed-2011-010064,Effect of acupuncture on symptoms of anxiety in women undergoing in vitro fertilisation: a prospective randomised controlled study,Anxiety,Anxiety,anxiety,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0011918,
1324,uri not found,Effect of Acupuncture on the Hypothalamus-pituitary-adrenal Axis in Patients with Depression,Depression,Depression,Depression,Exact - HP,http://purl.obolibrary.org/obo/HP_0000716,
593,https://doi.org/10.1111/cns.12507,Effect of Acupuncture on the Motor and Nonmotor Symptoms in Parkinson's Disease-A Review of Clinical Studies,Parkinson's disease,Parkinson's disease,Parkinson disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005180,
805,https://doi.org/10.1016/j.fertnstert.2005.09.062,"Effect of acupuncture on the outcome of in vitro fertilization and intracytoplasmic sperm injection: a randomized, prospective, controlled clinical study",Infertility,Infertility,Infertility,Exact - HP,http://purl.obolibrary.org/obo/HP_0000789,
1757,https://doi.org/10.1089/107555303322524517,Effect of Acupuncture or Acupressure on Quality of Life of Patients with Chronic Obstructive Asthma: A Pilot Study,Chronic Obstructive Asthma,Chronic Obstructive Asthma,asthma,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0004979,
1758,https://doi.org/10.1089/acm.2011.0493,Effect of Acupuncture Therapy for Postponing Wallerian Degeneration of Cerebral Infarction as Shown by Diffusion Tensor Imaging,Acute cerebral infarction (stroke),Acute cerebral infarction (stroke),cerebral infarction,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002679,
536,https://doi.org/10.1016/j.pain.2004.01.018,Effect of acupuncture treatment on chronic neck and shoulder pain in sedentary female workers: a 6-month and 3-year follow-up study,Chronic neck and shoulder pain and related headache,Chronic neck and shoulder pain and related headache,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
1326,https://doi.org/10.1179/016164106X91951,Effect of acupuncture treatment on vascular dementia,Vascular dementia (VaD),Vascular dementia (VaD),vascular dementia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004648,
853,https://pubmed.ncbi.nlm.nih.gov/14660810.0/,Effect of adding a Chinese herbal preparation to acupuncture for seasonal allergic rhinitis: randomised doubleblind controlled trial,Seasonal allergic rhinitis,Seasonal allergic rhinitis,seasonal allergic rhinitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005324,
1174,uri not found,Effect of an Herbal Compound Combined with Acupuncture & Qigong on Angina Pectoris,Angina Pectoris,Angina Pectoris,Angina pectoris,Exact - HP,http://purl.obolibrary.org/obo/HP_0001681,
393,https://doi.org/10.1136/acupmed-2013-010483,Effect of bidirectional rotation of an acupuncture needle at LI10 on acupuncture needle sensation and experimentally-induced contact heat pain in healthy human volunteers,Not specified (the study focuses on experimental heat pain in healthy volunteers rather than a specific disease or condition),Not specified (the study focuses on experimental heat pain in healthy volunteers rather than a specific disease or condition),,,,
1578,uri not found,Effect of Chengshan Point Injection in Treating Pains Induced by Urinary Calculi,Pain induced by urinary calculi (kidney stones and ureter stones),Nephrolithiasis (kidney stones),NOT FOUND,,,
1074,https://doi.org/10.1007/s11726-011-0542-0,Effect of Combined Acupuncture and Chinese Herbal Formula on the Motor Function and Activities of Daily Living in Post stroke Patients,Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
1723,https://doi.org/10.1007/s11726-010-0429-5,Effect of Combined Acupuncture and Medication for Hypertension due to Type 2 Diabetes Mellitus and Plasma Neuropeptide Y,Hypertension due to type 2 diabetes mellitus,Hypertension due to type 2 diabetes mellitus,Hypertension,Exact - HP,http://purl.obolibrary.org/obo/HP_0000822,
1737,https://doi.org/10.1007/s11726-012-0581-1,Effect of Combined Acupuncture with Chinese Medicine on Overall Function of Patients with Post stroke Depression,Post stroke depression (PSD),depression,NOT FOUND,,,
408,https://doi.org/10.1016/S0254-6272(15)30149-7,Effect of direct current pulse stimulating acupoints of JiaJi (T10-L3) and Ciliao (BL 32) with Han's Acupoint Nerve Stimulator on labour pain in women: a randomized controlled clinical study,Labor pain during childbirth,"Labor, childbirth",NOT FOUND,,,
914,https://doi.org/10.1136/bjsm.2003.009431,"Effect of dry needling of gluteal muscles on straight leg raise: a randomised, placebo controlled, double blind trial",Posterior thigh pain referred from gluteal trigger points,pain,NOT FOUND,,,
1312,https://doi.org/10.1007/s11596-014-1317-x,Effect of Electro-acupuncture Stimulation of Ximen (PC4) and Neiguan (PC6) on Remifentanil-induced Breakthrough Pain Following Thoracal Esophagectomy,Vascular dementia (VD),Vascular dementia (VD),vascular dementia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004648,
15,https://doi.org/10.12659/MSM.890111,Effect of electroacupuncture at Zusanli (ST36) and Sanyinjiao (SP6) acupoints on adrenocortical function in etomidate anesthesia patients,Adrenal cortical inhibition induced by etomidate anesthesia,Adrenal cortical inhibition,NOT FOUND,,,
999,https://doi.org/10.1097/WON.0000000000000025,Effect of Electroacupuncture Combined With Tolterodine on Treating Female Mixed Urinary Incontinence,Mixed Urinary Incontinence (MUI),urinary Incontinence,NOT FOUND,,,
167,https://doi.org/10.1016/s0254-6272(15)30131-x,Effect of electroacupuncture on muscle state and infrared thermogram changes in patients with acute lumbar muscle sprain,Acute lumbar muscle sprain (soft tissue laceration),"muscle sprain, soft tissue laceration",NOT FOUND,,,
1467,https://doi.org/10.6452/KJMS.200010.0525,Effect of electroacupuncture on shoulder subluxation for stroke patients,Shoulder subluxation in stroke patients,Shoulder subluxation in stroke patients,Shoulder subluxation,Exact - HP,http://purl.obolibrary.org/obo/HP_0003835,
1150,https://doi.org/10.1089/acu.2010.0764,Effect of Electroacupuncture on the Third Lumbar Transverse Process Syndrome: A Randomized Controlled Trial,Third Lumbar Transverse Process Syndrome (TLTP syndrome),Transverse Process Syndrome,NOT FOUND,,,
363,https://pubmed.ncbi.nlm.nih.gov/26393991.0/,Effect of Electroacupuncture on Transcutaneous Oxygen Partial Pressure During Hyperbaric Oxygen Therapy in Healthy Individuals,Not specified (the paper focuses on healthy individuals and the physiological effects of EA during HBOT without specifying a particular disease or condition),Not specified (the paper focuses on healthy individuals and the physiological effects of EA during HBOT without specifying a particular disease or condition),,,,
1734,https://doi.org/10.1089/acm.2016.0361,Effect of Electroacupuncture on Visceral and Hepatic Fat in Women with Abdominal Obesity: A Randomized Controlled Study Based on Magnetic Resonance Imaging,Abdominal Obesity,Abdominal Obesity,Abdominal obesity,Exact - HP,http://purl.obolibrary.org/obo/HP_0012743,
1479,https://doi.org/10.1007/s11655-010-0066-3,Effect of Gan-Pi Regulatory Needling in Treating Chloasma,Chloasma,Chloasma,Melasma,Synonym - HP,http://purl.obolibrary.org/obo/HP_0025272,
1102,https://doi.org/10.1007/s11655-001-0306-7,Effect of General Anaesthesia with Combination of Acupuncture and Enflurane Applied in Radical Operation of Laryngocarcinoma,Laryngocarcinoma,Laryngocarcinoma,NOT FOUND,,,
547,https://doi.org/10.1136/aim.23.2.52,Effect of intensive acupuncture on pain-related social and psychological variables for women with chronic neck and shoulder pain -an RCT with six month and three year follow up,Chronic neck and shoulder pain,Low back pain and pelvic pain during pregnancy,"Low back pain, Pelvic pain","Exact - HP, Exact - HP","http://purl.obolibrary.org/obo/HP_0003419, http://purl.obolibrary.org/obo/HP_0034267",
32,https://doi.org/10.1136/aim.2008.000075,"Effect of intraoperative electroacupuncture on postoperative pain, analgesic requirements, nausea and sedation: a randomised controlled trial",Postoperative pain and related symptoms following abdominal hysterectomy and laparoscopic cholecystectomy,Postoperative pain and related symptoms following abdominal hysterectomy and laparoscopic cholecystectomy,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
422,https://doi.org/10.1016/j.ctim.2016.10.009,Effect of LI4 and BL32 acupressure on labor pain and delivery outcome in the first stage of labor in primiparous women: A randomized controlled trial,Labor pain,Labor pain,NOT FOUND,,,
718,https://doi.org/10.1136/acupmed-2016-011208,"Effect of minimal acupuncture for infantile colic: a multicentre, three-armed, single-blind, randomised controlled trial (ACU-COL)",Infantile colic,colic,NOT FOUND,,,
353,https://doi.org/10.1016/j.jams.2016.08.002,Effect of Needling at CV-12 (Zhongwan) on Blood Glucose Levels in Healthy Volunteers: A Pilot Randomized Placebo Controlled Trial,Diabetes mellitus,Diabetes mellitus,diabetes mellitus,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005015,
10,https://doi.org/10.1136/acupmed-2013-010498,Effect of perioperative electroacupuncture as an adjunctive therapy on postoperative analgesia with tramadol and ketamine in prostatectomy: a randomised sham-controlled single-blind trial,Prostate malignancy (prostate cancer),prostate cancer,NOT FOUND,,,
594,https://doi.org/10.1111/jgs.13164,Effect of press needles on swallowing reflex in older adults with cerebrovascular disease: A randomized double-blind controlled trial,Cerebrovascular disease (stroke) with dysphasia,Cerebrovascular disease (stroke) with dysphasia,specific language disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0016226,done:TCM
970,https://doi.org/10.1186/1472-6882-12-11,Effect of self-administered auricular acupressure on smoking cessation -a pilot study,Tobacco smoking,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
488,https://doi.org/10.1016/s0254-6272(15)30132-1,Effect of soothing-liver and nourishing-heart acupuncture on early selective serotonin reuptake inhibitor treatment onset for depressive disorder and related indicators of neuroimmunology: a randomized controlled clinical trial,Depressive disorder,Depressive disorder,depressive disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002050,
927,https://doi.org/10.1111/joor.12380,Effect of temporomandibular disorder therapy on otologic signs and symptoms: a systematic review,Temporomandibular Disorders (TMD),Temporomandibular joint disorder (TMD),temporomandibular joint disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005473,
1142,https://doi.org/10.1097/00000542-199912000-00012,Effect of the Duration of Electrical Stimulation on the Analgesic Response in Patients with Low Back Pain,Low back pain (LBP) secondary to degenerative lumbar disk disease,Low back pain (LBP) secondary to degenerative lumbar disk disease,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
1225,https://doi.org/10.3109/03005364000000063,"Effect of traditional Chinese acupuncture on severe tinnitus: a double-blind, placebo-controlled, clinical investigation with open therapeutic control",Tinnitus (severe),Tinnitus (severe),tinnitus,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0700322,
1383,https://doi.org/10.1016/0304-3959(81)90192-5,Effect of transcutaneous electrotherapy on CSF β-endorphin content in patients without pain problems,"Not specified (the paper focuses on patients without pain problems, but specific conditions like obstructive hydrocephalus and CSF fistulae are mentioned as reasons for hospitalization)","Not specified (the paper focuses on patients without pain problems, but specific conditions like obstructive hydrocephalus and CSF fistulae are mentioned as reasons for hospitalization)",,,,
685,https://doi.org/10.1007/s11655-014-1851-1,Effect of Zhubin (KI9) Acupuncture in Reducing Alcohol Craving in Patients with Alcohol Dependence: A Randomized Placebo-Controlled Trial,Alcohol dependence,Alcohol dependence,alcohol dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007079,
130,https://doi.org/10.1007/s00586-007-0379-x,Effect sizes of non-surgical treatments of non-specific low-back pain,Non-specific low-back pain (LBP),Low back pain (LBP) and pelvic pain (PP),"Low back pain, Pelvic pain","Exact - HP, Exact - HP","http://purl.obolibrary.org/obo/HP_0003419, http://purl.obolibrary.org/obo/HP_0034267",
103,https://doi.org/10.1089/acm.2012.0338,"Effectiveness and Acceptance of Acupuncture in Patients with Chronic Low Back Pain: Results of a Prospective, Randomized, Controlled Trial",Chronic low back pain,Chronic low back pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
652,https://doi.org/10.1136/acupmed-2016-011342,Effectiveness and safety of acupuncture combined with Madopar for Parkinson's disease: a systematic review with metaanalysis,Parkinson's disease (PD),Parkinson's disease (PD),Parkinson disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005180,
682,https://doi.org/10.1016/j.ctim.2017.08.005,Effectiveness and safety of acupuncture in the treatment of Parkinson's disease: A systematic review and meta-analysis of randomized controlled trials,Parkinson's disease (PD),Parkinson's disease (PD),Parkinson disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005180,
350,https://doi.org/10.1111/j.1526-4610.2006.00598.x,Effectiveness and Tolerability of Acupuncture Compared With Metoprolol in Migraine Prophylaxis,Migraine,Migraine,migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
1736,https://doi.org/10.1089/acm.2012.0429,Effectiveness of Abdominal Acupuncture for Patients with Obesity-Type Polycystic Ovary Syndrome: A Randomized Controlled Trial,Polycystic Ovary Syndrome (PCOS),Polycystic Ovary Syndrome (PCOS),polycystic ovary syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008487,
645,https://doi.org/10.1142/S0192415X17500859,Effectiveness of Acupuncture and Electroacupuncture for Chronic Neck Pain: A Systematic Review and Meta-Analysis,Chronic neck pain,Chronic neck pain,Neck pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030833,
1293,https://doi.org/10.3727/036012984816714703,Effectiveness of Acupuncture and Physiotherapy on Myogenic Headache: A Comparative Study,Tension-neck syndrome with headache,Tension-neck syndrome with headache,Headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0002315,
73,https://doi.org/10.7326/0003-4819-141-12-200412210-00006,"Effectiveness of Acupuncture as Adjunctive Therapy in Osteoarthritis of the Knee A Randomized, Controlled Trial",Osteoarthritis of the knee,Knee osteoarthritis,Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
692,https://doi.org/10.1136/acupmed-2014-010705,Effectiveness of acupuncture combined with rehabilitation for treatment of acute or subacute stroke: a systematic review,Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
661,https://doi.org/10.1155/2017/2504021,Effectiveness of Acupuncture for Early Recovery of Bowel Function in Cancer: A Systematic Review and Meta-Analysis,Postoperative ileus (POI),Postoperative ileus (POI),ileus,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004567,
135,https://doi.org/10.1097/01.brs.0000435025.65564.b7,Effectiveness of Acupuncture for Nonspecific Chronic Low Back Pain A Systematic Review and Meta-analysis,Nonspecific chronic low back pain (NSCLBP),Nonspecific chronic low back pain (NSCLBP),Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
1346,https://doi.org/10.1007/s11655-013-1439-1,Effectiveness of Acupuncture for Palliative Care in Cancer Patients: A Systematic Review,Cancer,Cancer,cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004992,
628,https://doi.org/10.1002/mds.21993,Effectiveness of Acupuncture for Parkinson Disease: a Systematic Review,Parkinson disease (PD),Parkinson disease (PD),Parkinson disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005180,
268,https://doi.org/10.1155/2015/842180,Effectiveness of Acupuncture for Primary Ovarian Insufficiency: A Systematic Review and Meta-Analysis,Primary Ovarian Insufficiency (POI),Primary Ovarian Insufficiency (POI),Premature ovarian insufficiency,Synonym - HP,http://purl.obolibrary.org/obo/HP_0008209,
1561,https://doi.org/10.1007/s004150170132,Effectiveness of acupuncture for stroke:A systematic review,Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
1402,https://doi.org/10.1016/S1701-2163(16)34021-X,Effectiveness of Acupuncture for the Initiation of Labour at Term: A Pilot Randomized Controlled Trial,"Not specified (the study focuses on the initiation of labor in women at term, which is a process rather than a specific disease or condition)","Not specified (the study focuses on the initiation of labor in women at term, which is a process rather than a specific disease or condition)",,,,
148,https://doi.org/10.1155/2015/425108,Effectiveness of Acupuncture for Treating Sciatica: A Systematic Review and Meta-Analysis,Sciatica,Sciatica,sciatica,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0024333,
930,https://doi.org/10.1089/acm.2008.0484,Effectiveness of Acupuncture in the Treatment of Temporomandibular Disorders of Muscular Origin: A Systematic Review of the Last Decade,"Temporomandibular Disorders (TMD) of Muscular Origin, specifically Myofascial Pain (MP)","Temporomandibular joint disorder (TMD) of Muscular Origin, specifically Myofascial Pain (MP)",temporomandibular joint disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005473,
1525,https://pubmed.ncbi.nlm.nih.gov/22875561.0/,Effectiveness of Acupuncture in Treatment of Facial Spasm: A Meta analysis,Facial spasm (hemifacial spasm),Facial spasm (hemifacial spasm),facial spasm,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007593,
269,https://doi.org/10.1136/acupmed-2016-011163,Effectiveness of acupuncture in women with polycystic ovarian syndrome undergoing in vitro fertilisation or intracytoplasmic sperm injection: a systematic review and meta-analysis,Polycystic Ovarian Syndrome (PCOS),Polycystic ovary syndrome (PCOS),polycystic ovary syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008487,
1732,https://doi.org/10.1016/j.urology.2014.11.004,"Effectiveness of Acupuncture on Chronic ProstatitiseChronic Pelvic Pain Syndrome Category IIIB Patients: A Prospective, Randomized, Nonblinded, Clinical Trial",Chronic Prostatitis/Chronic Pelvic Pain Syndrome (CP CPPS) Category IIIB,Chronic Prostatitis/Chronic Pelvic Pain Syndrome (CP CPPS) Category IIIB,chronic prostatitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0022103,
688,https://doi.org/10.1016/j.jams.2017.01.002,Effectiveness of Acupuncture Therapy on Stress in a Large Urban College Population,Stress,Stress,NOT FOUND,,,
410,https://doi.org/10.1016/j.ctim.2008.01.001,Effectiveness of acupuncture-type interventions versus expectant management to correct breech presentation: A systematic review ଝ,Breech presentation,Breech presentation,Breech presentation,Exact - HP,http://purl.obolibrary.org/obo/HP_0001623,
1063,https://doi.org/10.1016/S2095-4964(15)60178-9,Effectiveness of bee venom acupuncture in alleviating post-stroke shoulder pain: a systematic review and meta-analysis,Post-stroke shoulder pain,Post-stroke shoulder pain,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
752,https://doi.org/10.1007/s00590-017-1957-1,Effectiveness of dry needling and high-volume image-guided injection in the management of chronic mid-portion Achilles tendinopathy in adult population: a literature review,Achilles tendinopathy,Achilles tendinopathy,NOT FOUND,,,
759,https://doi.org/10.1016/j.apmr.2014.12.015,Effectiveness of Dry Needling for Myofascial Trigger Points Associated With Neck and Shoulder Pain: A Systematic Review and Meta-Analysis,Myofascial trigger points (MTrPs) associated with neck and shoulder pain,Myofascial trigger points (MTrPs) associated with neck and shoulder pain,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
758,https://doi.org/10.2519/jospt.2013.4668,Effectiveness of Dry Needling for Upper-Quarter Myofascial Pain: A Systematic Review and Meta-analysis,Myofascial pain syndrome (MPS),Myofascial pain syndrome (MPS),myofascial pain syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006862,
1852,https://doi.org/10.1016/j.jbmt.2021.02.015,Effectiveness of dry needling techniques in patients with knee osteoarthritis: A systematic review and meta-analysis,Knee Osteoarthritis,Knee Osteoarthritis,Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
1098,https://doi.org/10.1007/s00240-005-0473-7,Effectiveness of electro-acupuncture compared to sedo-analgesics in relieving pain during shockwave lithotripsy,Nephrolithiasis (kidney stones),Nephrolithiasis (kidney stones),nephrolithiasis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008171,
630,https://doi.org/10.7556/jaoa.2008.108.10.559,Effectiveness of Osteopathy in the Cranial Field and Myofascial Release Versus Acupuncture as Complementary Treatment for Children With Spastic Cerebral Palsy: A Pilot Study,Spastic cerebral palsy,Spastic cerebral palsy,spastic cerebral palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0000396,
202,https://doi.org/10.1503/cmaj.121108,Effectiveness of strengthened stimulation during acupuncture for the treatment of Bell palsy: a randomized controlled trial,Bell palsy,Bell's palsy,Bell's palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005665,
597,https://doi.org/10.1371/journal.pone.0118498,Effectiveness of Traditional Chinese Medicine as an Adjunct Therapy for Parkinson's Disease: A Systematic Review and Meta-Analysis,Parkinson's disease (PD),Parkinson's disease (PD),Parkinson disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005180,
224,https://doi.org/10.2522/ptj.20130255,Effectiveness of Trigger Point Dry Needling for Plantar Heel Pain: A Randomized Controlled Trial,Plantar heel pain,heel pain,NOT FOUND,,,
1722,https://doi.org/10.1186/1472-6882-14-11,Effects and treatment methods of acupuncture and herbal medicine for premenstrual syndrome/ premenstrual dysphoric disorder: systematic review,Premenstrual syndrome (PMS) and premenstrual dysphoric disorder (PMDD),Premenstrual syndrome (PMS) and premenstrual dysphoric disorder (PMDD),"premenstrual tension, premenstrual dysphoric disorder","Synonym - MONDO, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0004169, http://purl.obolibrary.org/obo/MONDO_1010182",
693,https://doi.org/10.1186/s12906-017-1924-8,Effects of acupoint-stimulation for the treatment of primary dysmenorrhoea compared with NSAIDs: a systematic review and meta-analysis of 19 RCTs,Primary dysmenorrhoea (PD),dysmenorrhea,NOT FOUND,,,
1759,https://pubmed.ncbi.nlm.nih.gov/14687475.0/,Effects of acupoints TENS on heat pain threshold in normal subjects,Not specified (the paper does not explicitly mention a specific disease or condition),Not specified (the paper does not explicitly mention a specific disease or condition),,,,
1742,https://doi.org/10.1136/acupmed-2014-010720,Effects of acupressure on anxiety: a systematic review and meta-analysis,Anxiety,Anxiety,anxiety,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0011918,
568,https://doi.org/10.1188/14.ONF.581-592,Effects of Acupuncture and Acupressure on Cancer-Related Fatigue: A Systematic Review,Cancer-related fatigue (CRF),Cancer-related fatigue (CRF),Fatigue,Exact - HP,http://purl.obolibrary.org/obo/HP_0012378,
787,https://doi.org/10.1111/j.1466-7657.2003.00205.x,Effects of acupuncture and care interventions on the outcome of inflammatory symptoms of the breast in lactating women,Inflammatory symptoms of the breast during lactation,"lactation, breast inflammation",NOT FOUND,,,
1724,https://doi.org/10.1097/GME.0b013e31829374e8,Effects of acupuncture and Chinese herbal medicine (Zhi Mu 14) on hot flushes and quality of life in postmenopausal women: results of a four-arm randomized controlled pilot trial,Hot flushes in postmenopausal women,hot flashes in postmenopausal women,Hot flashes,Exact - HP,http://purl.obolibrary.org/obo/HP_0031217,
264,https://doi.org/10.1016/j.fertnstert.2011.11.010,"Effects of acupuncture and exercise on insulin sensitivity, adipose tissue characteristics, and markers of coagulation and fibrinolysis in women with polycystic ovary syndrome: secondary analyses of a randomized controlled trial",Polycystic ovary syndrome (PCOS),Polycystic ovary syndrome (PCOS),polycystic ovary syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008487,done: TCM
1271,https://pubmed.ncbi.nlm.nih.gov/14695986.0/,Effects of acupuncture and moxa treatment in patients with semen abnormalities,Oligoastenoteratozoospermia,Oligoastenoteratozoospermia,NOT FOUND,,,
1229,https://pubmed.ncbi.nlm.nih.gov/18246680.0/,Effects of Acupuncture and Moxibustion on Tear film of the Patients with Xerophthalmia,Xerophthalmia,Xerophthalmia,xerophthalmia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0000948,
873,https://doi.org/10.1191/0269215504cr849oa,Effects of acupuncture and placebo TENS in addition to exercise in treatment of rotator cuff tendinitis,Rotator cuff tendinitis,"tendinitis, shoulder pain",NOT FOUND,,,
83,https://doi.org/10.1177/0269215507077362,Effects of acupuncture and sham acupuncture in addition to physiotherapy in patients undergoing bilateral total knee arthroplasty--a randomized controlled trial,Knee osteoarthritis,Knee osteoarthritis,Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
788,https://doi.org/10.1136/bmj.38397.507014.E0,Effects of acupuncture and stabilising exercises as adjunct to standard treatment in pregnant women with pelvic girdle pain: randomised single blind controlled trial,Pelvic girdle pain during pregnancy,"Pelvic pain, pregnancy",NOT FOUND,,,
1726,https://doi.org/10.1016/0022-3999(84)90052-7,Effects of acupuncture and transcutaneous electrical nerve stimulation on cold-induced pain in normal subjects,"Not specified (the study focuses on cold-induced pain, an experimentally induced condition rather than a specific Western medical condition or disease)","Not specified (the study focuses on cold-induced pain, an experimentally induced condition rather than a specific Western medical condition or disease)",,,,
838,https://doi.org/10.1089/acm.2006.5283,"Effects of Acupuncture as a Treatment for Hyperventilation Syndrome: A Pilot, Randomized Crossover Trial",Hyperventilation Syndrome (HVS),Hyperventilation,NOT FOUND,,,
1550,https://doi.org/10.1016/s0254-6272(10)60002-7,Effects of Acupuncture at 7-9 am and 3-5 pm on Plasma Thromboxane and Prostaglandin in Patients with Ischemic Cerebrovascular Disease,Ischemic cerebrovascular disease,cerebrovascular disease,NOT FOUND,,,
1302,uri not found,Effects of Acupuncture at Feishu(BL 13) and Nonmeridian-nonacupoint on Pulmonary Function,Not specified (the study focuses on healthy individuals and general pulmonary function improvement),Not specified (the study focuses on healthy individuals and general pulmonary function improvement),,,,
1295,https://doi.org/10.1089/acu.2009.0691,Effects of Acupuncture at Large Intestine 4 (LI 4) on Electrical Tooth Pulp Stimulation: A Randomized Controlled Pilot Study,Dental pain / Sensory threshold in response to electrical pulp stimulation,Dental pain / Sensory threshold in response to electrical pulp stimulation,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
1729,https://doi.org/10.1007/s00404-012-2674-y,Effects of acupuncture for initiation of labor: a double-blind randomized sham-controlled trial,Prolonged pregnancy (post-term pregnancy),pregnancy,NOT FOUND,,,
650,https://doi.org/10.1371/journal.pone.0186616,Effects of acupuncture for the treatment of endometriosis-related pain: A systematic review and meta-analysis,Endometriosis,Endometriosis,endometriosis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005133,
834,https://doi.org/10.1177/014107688207500408,Effects of acupuncture in bronchial asthma: preliminary communication',Bronchial asthma,asthma,NOT FOUND,,,
395,https://doi.org/10.1016/j.explore.2011.02.004,Effects of acupuncture in reducing attrition and mortality in HIV-infected men with peripheral neuropathy,HIV infection with peripheral neuropathy,HIV infection with peripheral neuropathy,"HIV infectious disease, peripheral neuropathy","Synonym - MONDO, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0005109, http://purl.obolibrary.org/obo/MONDO_0005244",
639,https://doi.org/10.1007/s00520-017-3955-6,Effects of acupuncture on cancer-related fatigue: a meta-analysis,Cancer-related fatigue (CRF),Cancer-related fatigue (CRF),Fatigue,Exact - HP,http://purl.obolibrary.org/obo/HP_0012378,
1321,https://doi.org/10.1007/s11655-013-1323-4,Effects of Acupuncture on Chinese Medicine Syndromes of Vascular Dementia,Vascular dementia (VaD),Vascular dementia (VaD),vascular dementia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004648,
